case_id,dispute_amount,days_overdue,buyer_type,sector,state,has_agreement,agreed_credit_days,buyer_gst_compliant,invoice_count,interest_amount,cross_state,settlement_probability,recovery_percentage,resolution_days
NS-ML-02774,225543.99,141,Private Ltd,Manufacturing,Uttar Pradesh,True,45,False,2,18043.52,True,0.7763,85.12,106.75
NS-ML-02775,219851.6,43,Private Ltd,Services,Gujarat,False,0,True,1,17588.13,False,0.6465,70.84,78.88
NS-ML-02776,25000.0,99,PSU,Services,Maharashtra,True,45,False,1,2000.0,False,0.8802,95.52,93.26
NS-ML-02777,155182.52,95,State Govt,Services,Maharashtra,False,0,True,2,12414.6,False,0.7498,83.89,76.04
NS-ML-02778,98211.37,186,Private Ltd,Services,Tamil Nadu,False,0,False,1,7856.91,False,0.6832,72.15,76.71
NS-ML-02779,119647.41,37,PSU,Services,Uttar Pradesh,True,45,True,3,9571.79,False,0.7908,100.0,112.36
NS-ML-02780,294442.22,51,State Govt,Services,Tamil Nadu,False,0,False,5,23555.38,False,0.7263,87.55,117.09
NS-ML-02781,2287042.58,109,Private Ltd,Services,Gujarat,True,45,True,4,182963.41,False,0.6205,86.39,135.92
NS-ML-02782,313056.56,71,Private Ltd,Services,Uttar Pradesh,True,45,True,2,25044.52,False,0.729,87.95,122.78
NS-ML-02783,100862.39,155,Private Ltd,Manufacturing,Uttar Pradesh,False,0,True,1,8068.99,False,0.5845,71.34,126.61
NS-ML-02784,232422.53,71,Proprietorship,Manufacturing,Karnataka,True,45,True,3,18593.8,False,0.6433,73.2,83.01
NS-ML-02785,211571.03,127,Private Ltd,Services,Gujarat,False,0,False,1,16925.68,False,0.6064,74.05,67.88
NS-ML-02786,173877.21,49,Private Ltd,Services,Maharashtra,False,0,True,2,13910.18,False,0.6837,71.38,86.47
NS-ML-02787,409287.97,168,Proprietorship,Manufacturing,Uttar Pradesh,True,45,False,2,32743.04,False,0.6627,76.51,127.38
NS-ML-02788,192709.0,58,State Govt,Manufacturing,Delhi,False,0,True,1,15416.72,False,0.6612,77.49,120.06
NS-ML-02789,421254.75,182,Private Ltd,Services,Maharashtra,False,0,True,2,33700.38,True,0.6009,74.84,89.18
NS-ML-02790,173217.54,70,Private Ltd,Services,Uttar Pradesh,True,45,True,5,13857.4,False,0.7069,81.54,148.23
NS-ML-02791,115770.5,102,Proprietorship,Manufacturing,Uttar Pradesh,False,0,True,1,9261.64,True,0.6014,53.93,112.33
NS-ML-02792,181856.15,189,Private Ltd,Services,Tamil Nadu,True,45,True,5,14548.49,True,0.8125,83.11,92.68
NS-ML-02793,245125.23,49,PSU,Manufacturing,Maharashtra,False,0,True,4,19610.02,False,0.8397,78.95,77.73
NS-ML-02794,164632.23,90,Private Ltd,Manufacturing,Uttar Pradesh,True,45,True,4,13170.58,True,0.7161,84.92,154.67
NS-ML-02795,819047.25,169,PSU,Services,Delhi,True,45,True,2,65523.78,False,0.8231,100.0,97.24
NS-ML-02796,427184.49,71,Private Ltd,Services,Delhi,False,0,True,2,34174.76,False,0.6532,78.71,76.59
NS-ML-02797,174230.54,135,Private Ltd,Manufacturing,Delhi,True,45,True,5,13938.44,True,0.7989,83.13,102.71
NS-ML-02798,507807.31,150,Private Ltd,Manufacturing,Delhi,True,45,True,1,40624.59,True,0.7246,77.46,112.31
NS-ML-02799,418636.45,55,Private Ltd,Services,Uttar Pradesh,False,0,True,3,33490.92,False,0.7408,74.59,137.1
NS-ML-02800,598848.35,79,PSU,Manufacturing,Uttar Pradesh,False,0,True,4,47907.87,True,0.732,76.07,112.45
NS-ML-02801,185199.19,210,Private Ltd,Services,Gujarat,False,0,True,5,14815.94,True,0.6787,73.39,104.97
NS-ML-02802,357424.98,112,PSU,Services,Delhi,False,0,True,2,28594.0,False,0.667,88.47,122.11
NS-ML-02803,693534.2,50,Private Ltd,Services,Tamil Nadu,False,0,True,5,55482.74,False,0.7071,64.44,73.38
NS-ML-02804,165147.18,65,Private Ltd,Services,Gujarat,False,0,False,2,13211.77,False,0.6694,73.67,75.69
NS-ML-02805,648483.36,66,Private Ltd,Services,Gujarat,False,0,True,5,51878.67,False,0.7071,82.56,87.6
NS-ML-02806,209835.38,137,Private Ltd,Services,Delhi,True,45,True,1,16786.83,False,0.7006,86.0,86.48
NS-ML-02807,203973.31,54,PSU,Services,Uttar Pradesh,False,0,True,2,16317.86,False,0.7449,82.98,150.99
NS-ML-02808,168123.7,81,Private Ltd,Manufacturing,Karnataka,False,0,True,4,13449.9,True,0.687,70.43,102.83
NS-ML-02809,56580.31,80,Private Ltd,Manufacturing,Uttar Pradesh,False,0,True,1,4526.43,False,0.5873,64.93,143.48
NS-ML-02810,454784.41,134,Proprietorship,Manufacturing,Delhi,False,0,True,4,36382.75,False,0.6002,57.57,72.98
NS-ML-02811,591816.19,80,Proprietorship,Manufacturing,Karnataka,True,45,True,1,47345.29,True,0.6805,73.67,106.68
NS-ML-02812,113411.43,150,Proprietorship,Manufacturing,Delhi,False,0,False,3,9072.91,True,0.6283,73.6,106.11
NS-ML-02813,540186.47,122,Proprietorship,Services,Gujarat,True,45,True,4,43214.92,False,0.5606,78.92,86.47
NS-ML-02814,554703.98,76,Private Ltd,Services,Gujarat,False,0,True,1,44376.32,False,0.7367,76.4,80.6
NS-ML-02815,427109.41,83,State Govt,Manufacturing,Gujarat,False,0,True,1,34168.75,True,0.7873,86.42,149.43
NS-ML-02816,687430.61,143,Proprietorship,Manufacturing,Uttar Pradesh,True,45,False,2,54994.45,False,0.6253,62.71,125.49
NS-ML-02817,148954.71,87,Proprietorship,Manufacturing,Delhi,False,0,True,5,11916.38,False,0.5628,41.9,57.73
NS-ML-02818,286668.61,73,Private Ltd,Manufacturing,Maharashtra,True,45,True,4,22933.49,True,0.8327,85.39,74.7
NS-ML-02819,121093.66,80,Private Ltd,Services,Tamil Nadu,False,0,True,1,9687.49,False,0.8147,82.52,78.31
NS-ML-02820,368469.86,170,Proprietorship,Services,Uttar Pradesh,False,0,True,4,29477.59,False,0.5717,55.79,117.81
NS-ML-02821,104651.46,204,Private Ltd,Services,Gujarat,False,0,True,5,8372.12,False,0.7075,63.53,84.52
NS-ML-02822,1512757.97,102,Proprietorship,Manufacturing,Gujarat,True,45,True,3,121020.64,False,0.5608,84.85,97.22
NS-ML-02823,85766.78,42,Private Ltd,Manufacturing,Karnataka,True,45,True,2,6861.34,False,0.7186,84.07,79.12
NS-ML-02824,113276.0,51,Proprietorship,Manufacturing,Delhi,True,45,True,1,9062.08,False,0.7035,66.3,73.33
NS-ML-02825,66393.07,69,Private Ltd,Manufacturing,Gujarat,False,0,True,3,5311.45,False,0.6155,73.57,84.59
NS-ML-02826,1140606.72,94,State Govt,Services,Delhi,True,45,True,2,91248.54,True,0.7097,100.0,172.26
NS-ML-02827,1104016.72,47,State Govt,Services,Uttar Pradesh,False,0,True,4,88321.34,False,0.5832,89.34,136.11
NS-ML-02828,206554.63,90,Private Ltd,Manufacturing,Maharashtra,False,0,True,3,16524.37,False,0.6545,74.23,70.96
NS-ML-02829,77152.55,52,Proprietorship,Services,Karnataka,True,45,False,4,6172.2,False,0.6348,65.24,73.81
NS-ML-02830,783400.59,152,Private Ltd,Manufacturing,Maharashtra,True,45,False,2,62672.05,False,0.7567,100.0,86.23
NS-ML-02831,170637.83,129,Private Ltd,Manufacturing,Tamil Nadu,False,0,True,4,13651.03,False,0.6088,70.55,107.33
NS-ML-02832,705785.44,104,State Govt,Services,Maharashtra,True,45,True,2,56462.84,False,0.8253,94.4,61.01
NS-ML-02833,3082463.33,49,PSU,Services,Tamil Nadu,False,0,True,3,246597.07,False,0.7128,88.6,151.78
NS-ML-02834,406927.57,34,PSU,Services,Uttar Pradesh,False,0,True,2,32554.21,True,0.6836,74.74,123.96
NS-ML-02835,232262.95,114,Private Ltd,Manufacturing,Delhi,False,0,True,5,18581.04,False,0.5916,80.75,87.16
NS-ML-02836,472128.98,37,Proprietorship,Manufacturing,Uttar Pradesh,True,45,True,5,37770.32,True,0.6035,69.59,140.08
NS-ML-02837,362723.33,293,Proprietorship,Services,Maharashtra,False,0,False,1,29017.87,False,0.5895,50.87,91.45
NS-ML-02838,238894.05,117,Private Ltd,Services,Maharashtra,True,45,True,3,19111.52,False,0.871,85.02,84.9
NS-ML-02839,662912.5,80,PSU,Manufacturing,Uttar Pradesh,True,45,False,1,53033.0,False,0.8142,93.16,120.33
NS-ML-02840,481918.15,94,Proprietorship,Manufacturing,Karnataka,True,45,True,1,38553.45,True,0.7387,75.53,103.09
NS-ML-02841,584449.02,145,Private Ltd,Services,Karnataka,True,45,True,4,46755.92,True,0.6981,94.55,92.5
NS-ML-02842,605082.16,144,Proprietorship,Services,Gujarat,True,45,True,5,48406.57,False,0.648,73.48,68.89
NS-ML-02843,763787.76,172,PSU,Manufacturing,Gujarat,True,45,True,4,61103.02,False,0.8099,100.0,97.71
NS-ML-02844,331727.31,101,Private Ltd,Manufacturing,Maharashtra,False,0,True,3,26538.18,True,0.6655,70.29,84.05
NS-ML-02845,817012.97,64,Private Ltd,Manufacturing,Karnataka,False,0,True,1,65361.04,False,0.6675,65.52,89.31
NS-ML-02846,197341.26,183,PSU,Manufacturing,Tamil Nadu,True,45,True,2,15787.3,False,0.8526,90.8,145.04
NS-ML-02847,1549142.57,70,PSU,Manufacturing,Uttar Pradesh,False,0,True,3,123931.41,False,0.6938,92.79,89.56
NS-ML-02848,48300.84,194,Proprietorship,Manufacturing,Uttar Pradesh,False,0,True,5,3864.07,False,0.6591,62.11,138.33
NS-ML-02849,902151.15,126,PSU,Manufacturing,Maharashtra,True,45,True,2,72172.09,False,0.7612,100.0,60.34
NS-ML-02850,361461.18,84,Private Ltd,Manufacturing,Tamil Nadu,True,45,True,2,28916.89,True,0.9374,87.39,107.54
NS-ML-02851,120533.41,52,PSU,Manufacturing,Karnataka,True,45,True,2,9642.67,False,0.8359,100.0,140.63
NS-ML-02852,510230.53,51,PSU,Services,Karnataka,False,0,True,4,40818.44,False,0.8337,92.89,144.36
NS-ML-02853,265318.5,94,Private Ltd,Manufacturing,Maharashtra,False,0,True,1,21225.48,False,0.6263,66.67,87.84
NS-ML-02854,226213.49,113,Private Ltd,Manufacturing,Delhi,True,45,False,2,18097.08,False,0.7344,88.37,80.45
NS-ML-02855,174040.59,166,Private Ltd,Services,Delhi,True,45,True,1,13923.25,False,0.7181,89.77,86.73
NS-ML-02856,218230.56,91,Private Ltd,Manufacturing,Uttar Pradesh,False,0,True,4,17458.45,True,0.7195,67.77,123.13
NS-ML-02857,56507.33,144,Private Ltd,Services,Karnataka,False,0,False,1,4520.59,False,0.6493,72.6,76.42
NS-ML-02858,83296.34,108,PSU,Services,Uttar Pradesh,True,45,True,4,6663.71,True,0.7376,98.17,126.13
NS-ML-02859,479721.66,211,State Govt,Services,Delhi,True,45,True,4,38377.73,False,0.8463,98.78,121.1
NS-ML-02860,790425.6,80,PSU,Manufacturing,Gujarat,False,0,True,5,63234.05,True,0.6943,81.16,136.23
NS-ML-02861,109995.99,44,PSU,Manufacturing,Maharashtra,True,45,False,2,8799.68,False,0.7408,100.0,47.2
NS-ML-02862,151917.92,114,Private Ltd,Manufacturing,Gujarat,True,45,True,4,12153.43,False,0.735,88.82,89.39
NS-ML-02863,220409.95,289,State Govt,Services,Delhi,True,45,False,1,17632.8,False,0.8331,99.96,118.79
NS-ML-02864,686334.41,251,Private Ltd,Services,Uttar Pradesh,True,45,True,4,54906.75,True,0.8277,88.39,134.99
NS-ML-02865,1179782.13,137,Proprietorship,Services,Uttar Pradesh,False,0,True,5,94382.57,False,0.406,57.88,92.26
NS-ML-02866,559406.46,92,Proprietorship,Manufacturing,Tamil Nadu,False,0,True,4,44752.52,True,0.6336,60.84,106.0
NS-ML-02867,342973.19,70,Private Ltd,Manufacturing,Maharashtra,False,0,False,4,27437.86,True,0.5945,64.28,73.47
NS-ML-02868,1155454.28,297,Private Ltd,Manufacturing,Delhi,False,0,True,1,92436.34,False,0.578,67.17,104.59
NS-ML-02869,209063.74,73,PSU,Manufacturing,Gujarat,False,0,True,5,16725.1,True,0.7157,89.07,133.69
NS-ML-02870,827658.44,44,Proprietorship,Manufacturing,Maharashtra,False,0,True,2,66212.68,False,0.6877,57.49,76.29
NS-ML-02871,325730.17,67,Proprietorship,Manufacturing,Maharashtra,True,45,False,4,26058.41,True,0.6676,70.56,75.05
NS-ML-02872,118639.31,156,Private Ltd,Manufacturing,Gujarat,False,0,True,3,9491.14,False,0.6111,72.76,79.13
NS-ML-02873,87870.72,154,Private Ltd,Services,Tamil Nadu,True,45,True,3,7029.66,False,0.7451,75.29,63.68
NS-ML-02874,132712.0,71,Proprietorship,Manufacturing,Uttar Pradesh,False,0,False,2,10616.96,False,0.5267,60.35,96.84
NS-ML-02875,106503.99,262,Private Ltd,Manufacturing,Gujarat,False,0,True,5,8520.32,True,0.682,66.01,95.75
NS-ML-02876,386511.11,73,Proprietorship,Manufacturing,Karnataka,False,0,True,4,30920.89,True,0.4435,51.22,119.46
NS-ML-02877,241971.59,119,Central Govt,Services,Maharashtra,True,45,True,2,19357.73,False,0.7861,98.42,76.46
NS-ML-02878,147255.57,93,PSU,Services,Gujarat,True,45,True,5,11780.45,False,0.8985,98.61,117.52
NS-ML-02879,271844.34,60,Private Ltd,Manufacturing,Maharashtra,True,45,True,5,21747.55,False,0.7202,86.81,101.27
NS-ML-02880,278966.45,70,Private Ltd,Services,Maharashtra,True,45,False,3,22317.32,True,0.6878,80.25,62.78
NS-ML-02881,253333.39,85,Proprietorship,Manufacturing,Karnataka,True,45,False,3,20266.67,False,0.6205,73.32,91.5
NS-ML-02882,318725.06,209,Private Ltd,Manufacturing,Uttar Pradesh,True,45,True,3,25498.0,True,0.7367,80.36,142.47
NS-ML-02883,340246.88,47,Private Ltd,Services,Uttar Pradesh,False,0,True,2,27219.75,False,0.6535,76.14,122.45
NS-ML-02884,497627.32,107,Proprietorship,Services,Uttar Pradesh,True,45,True,4,39810.19,True,0.5801,74.88,136.62
NS-ML-02885,302692.12,122,Proprietorship,Manufacturing,Uttar Pradesh,True,45,True,1,24215.37,True,0.6151,76.79,132.78
NS-ML-02886,1229133.37,63,PSU,Manufacturing,Maharashtra,False,0,True,4,98330.67,False,0.5801,76.99,59.53
NS-ML-02887,53326.87,101,Private Ltd,Manufacturing,Delhi,True,45,True,5,4266.15,False,0.6924,80.04,75.2
NS-ML-02888,555268.3,60,State Govt,Services,Delhi,False,0,True,3,44421.46,True,0.7296,86.73,126.2
NS-ML-02889,112524.53,42,Private Ltd,Services,Delhi,True,45,False,1,9001.96,False,0.655,93.59,80.88
NS-ML-02890,660000.96,115,Private Ltd,Manufacturing,Delhi,True,45,True,4,52800.08,False,0.77,83.68,81.68
NS-ML-02891,566002.33,96,State Govt,Services,Gujarat,True,45,False,5,45280.19,False,0.9399,96.29,123.96
NS-ML-02892,82944.74,138,Proprietorship,Manufacturing,Gujarat,False,0,False,4,6635.58,True,0.5187,67.98,130.43
NS-ML-02893,792321.4,146,Private Ltd,Services,Uttar Pradesh,True,45,True,2,63385.71,True,0.6915,79.15,129.44
NS-ML-02894,249835.31,170,Proprietorship,Manufacturing,Uttar Pradesh,False,0,True,2,19986.82,False,0.4853,60.24,114.87
NS-ML-02895,206176.36,78,Private Ltd,Manufacturing,Karnataka,False,0,True,3,16494.11,True,0.7174,70.2,98.61
NS-ML-02896,586888.24,101,Private Ltd,Manufacturing,Tamil Nadu,False,0,True,1,46951.06,False,0.6586,79.95,72.71
NS-ML-02897,166302.44,126,Private Ltd,Manufacturing,Uttar Pradesh,False,0,True,5,13304.2,True,0.6082,69.07,116.85
NS-ML-02898,88020.29,46,Private Ltd,Services,Maharashtra,False,0,True,5,7041.62,True,0.7527,74.02,69.25
NS-ML-02899,228192.6,253,Proprietorship,Manufacturing,Gujarat,False,0,True,1,18255.41,False,0.5683,54.09,64.01
NS-ML-02900,1197032.9,80,PSU,Manufacturing,Gujarat,True,45,True,5,95762.63,True,0.6371,100.0,168.18
NS-ML-02901,228859.73,81,Private Ltd,Manufacturing,Maharashtra,True,45,True,5,18308.78,False,0.8229,86.76,73.02
NS-ML-02902,255706.61,70,PSU,Manufacturing,Maharashtra,False,0,True,2,20456.53,False,0.6375,81.31,97.44
NS-ML-02903,1515272.07,92,Private Ltd,Services,Uttar Pradesh,True,45,False,5,121221.77,False,0.7196,81.31,135.2
NS-ML-02904,524812.29,138,Proprietorship,Services,Maharashtra,False,0,True,4,41984.98,True,0.4934,58.99,76.97
NS-ML-02905,239943.92,202,Private Ltd,Manufacturing,Tamil Nadu,False,0,True,5,19195.51,False,0.5896,76.84,93.29
NS-ML-02906,303669.73,176,Private Ltd,Services,Maharashtra,False,0,True,1,24293.58,True,0.6332,72.46,98.3
NS-ML-02907,725123.2,60,Private Ltd,Manufacturing,Delhi,True,45,True,4,58009.86,False,0.7598,86.71,73.86
NS-ML-02908,1077210.13,125,Private Ltd,Services,Tamil Nadu,True,45,True,2,86176.81,False,0.7072,83.28,133.41
NS-ML-02909,261392.96,78,Private Ltd,Manufacturing,Uttar Pradesh,True,45,False,4,20911.44,True,0.794,83.56,144.78
NS-ML-02910,1560602.78,51,Central Govt,Manufacturing,Karnataka,True,45,True,4,124848.22,False,0.7405,100.0,145.68
NS-ML-02911,284900.59,56,Private Ltd,Manufacturing,Maharashtra,True,45,True,5,22792.05,False,0.6828,85.35,70.72
NS-ML-02912,373258.21,142,Private Ltd,Manufacturing,Uttar Pradesh,True,45,False,1,29860.66,False,0.7047,91.9,93.29
NS-ML-02913,66673.76,41,Proprietorship,Services,Uttar Pradesh,True,45,True,5,5333.9,False,0.5236,75.53,127.26
NS-ML-02914,227559.26,238,Proprietorship,Services,Karnataka,True,45,True,2,18204.74,True,0.6596,69.76,102.95
NS-ML-02915,516547.18,114,Private Ltd,Manufacturing,Maharashtra,True,45,True,2,41323.77,False,0.8482,91.49,87.56
NS-ML-02916,1162704.58,84,PSU,Services,Uttar Pradesh,False,0,True,4,93016.37,False,0.726,85.26,121.32
NS-ML-02917,104345.96,63,Proprietorship,Manufacturing,Uttar Pradesh,False,0,True,5,8347.68,True,0.6292,48.05,131.22
NS-ML-02918,1083711.18,33,Proprietorship,Manufacturing,Maharashtra,True,45,True,4,86696.89,False,0.4837,70.63,73.25
NS-ML-02919,90701.23,87,Central Govt,Services,Gujarat,False,0,True,1,7256.1,False,0.7008,88.11,138.57
NS-ML-02920,433829.14,188,Proprietorship,Services,Uttar Pradesh,True,45,True,4,34706.33,True,0.6287,74.48,125.53
NS-ML-02921,640135.22,187,Private Ltd,Manufacturing,Gujarat,True,45,True,1,51210.82,True,0.8309,89.89,98.84
NS-ML-02922,568287.26,89,Private Ltd,Manufacturing,Uttar Pradesh,True,45,True,1,45462.98,False,0.6842,82.06,89.52
NS-ML-02923,432353.98,216,Proprietorship,Services,Maharashtra,True,45,True,4,34588.32,False,0.5834,79.2,86.72
NS-ML-02924,159929.34,211,Proprietorship,Manufacturing,Uttar Pradesh,False,0,True,3,12794.35,False,0.5717,50.35,94.3
NS-ML-02925,404147.19,47,Private Ltd,Manufacturing,Karnataka,True,45,True,5,32331.78,False,0.8047,80.42,88.99
NS-ML-02926,181934.34,61,Private Ltd,Manufacturing,Uttar Pradesh,False,0,True,4,14554.75,False,0.6851,61.67,138.54
NS-ML-02927,4581215.14,61,Private Ltd,Manufacturing,Tamil Nadu,True,45,True,2,366497.21,False,0.6955,83.84,111.52
NS-ML-02928,344450.44,236,Proprietorship,Manufacturing,Maharashtra,False,0,True,5,27556.04,False,0.5182,60.58,73.46
NS-ML-02929,260046.83,111,State Govt,Services,Maharashtra,True,45,False,4,20803.75,False,0.7566,94.33,73.45
NS-ML-02930,548752.56,203,Private Ltd,Services,Maharashtra,True,45,True,5,43900.2,False,0.8264,87.05,97.02
NS-ML-02931,546522.6,75,Private Ltd,Manufacturing,Tamil Nadu,True,45,True,4,43721.81,True,0.6336,84.94,107.94
NS-ML-02932,665382.93,182,Proprietorship,Services,Tamil Nadu,False,0,True,5,53230.63,True,0.4862,53.29,111.33
NS-ML-02933,239660.4,79,Private Ltd,Services,Tamil Nadu,False,0,True,4,19172.83,False,0.7052,65.0,61.44
NS-ML-02934,122319.9,76,Private Ltd,Manufacturing,Uttar Pradesh,True,45,True,1,9785.59,False,0.7819,84.05,135.78
NS-ML-02935,68125.69,111,Proprietorship,Services,Delhi,False,0,False,1,5450.06,True,0.5574,58.54,94.1
NS-ML-02936,942298.83,137,Proprietorship,Manufacturing,Delhi,True,45,True,1,75383.91,False,0.6745,74.52,65.31
NS-ML-02937,392559.05,174,Proprietorship,Manufacturing,Gujarat,True,45,False,2,31404.72,False,0.647,68.67,96.07
NS-ML-02938,35638.05,116,PSU,Manufacturing,Gujarat,False,0,True,1,2851.04,False,0.7474,79.02,133.84
NS-ML-02939,424716.2,197,Private Ltd,Manufacturing,Tamil Nadu,True,45,False,4,33977.3,False,0.7426,91.98,63.89
NS-ML-02940,347471.12,57,Private Ltd,Services,Tamil Nadu,True,45,True,1,27797.69,True,0.8394,78.43,104.31
NS-ML-02941,61488.96,153,State Govt,Manufacturing,Maharashtra,False,0,True,1,4919.12,False,0.6429,87.98,57.69
NS-ML-02942,251540.38,106,Private Ltd,Manufacturing,Gujarat,False,0,True,3,20123.23,False,0.639,66.63,69.62
NS-ML-02943,97002.96,42,Private Ltd,Manufacturing,Gujarat,False,0,True,4,7760.24,False,0.7148,71.58,77.1
NS-ML-02944,52997.78,118,Private Ltd,Services,Gujarat,True,45,False,2,4239.82,True,0.7103,87.29,94.87
NS-ML-02945,84892.58,90,Private Ltd,Manufacturing,Uttar Pradesh,True,45,True,3,6791.41,True,0.7638,81.54,117.56
NS-ML-02946,361288.11,113,State Govt,Manufacturing,Delhi,False,0,True,4,28903.05,False,0.783,81.83,133.29
NS-ML-02947,256013.6,88,Proprietorship,Manufacturing,Maharashtra,True,45,True,4,20481.09,False,0.5135,74.82,87.68
NS-ML-02948,1658808.59,135,Private Ltd,Manufacturing,Uttar Pradesh,False,0,True,5,132704.69,False,0.5986,71.72,123.06
NS-ML-02949,714246.82,42,PSU,Manufacturing,Uttar Pradesh,True,45,False,5,57139.75,True,0.7505,91.02,147.47
NS-ML-02950,165776.81,113,PSU,Services,Uttar Pradesh,True,45,False,3,13262.14,False,0.951,92.68,124.7
NS-ML-02951,3019278.33,75,Private Ltd,Manufacturing,Gujarat,True,45,True,1,241542.27,False,0.8183,81.22,99.72
NS-ML-02952,365271.73,48,Private Ltd,Manufacturing,Gujarat,False,0,True,1,29221.74,False,0.7664,73.65,73.01
NS-ML-02953,195855.51,204,PSU,Services,Uttar Pradesh,True,45,True,3,15668.44,True,0.7337,99.59,105.52
NS-ML-02954,529815.61,277,Proprietorship,Manufacturing,Tamil Nadu,True,45,True,1,42385.25,True,0.5596,68.72,99.54
NS-ML-02955,70433.76,31,PSU,Services,Delhi,False,0,True,4,5634.7,True,0.7724,82.62,147.58
NS-ML-02956,343136.25,111,PSU,Services,Maharashtra,True,45,False,5,27450.9,False,0.8634,84.37,82.31
NS-ML-02957,1347320.48,200,Private Ltd,Manufacturing,Uttar Pradesh,True,45,True,2,107785.64,False,0.671,88.09,95.56
NS-ML-02958,490888.97,298,State Govt,Services,Maharashtra,False,0,True,1,39271.12,False,0.6559,77.66,90.89
NS-ML-02959,156793.49,118,Private Ltd,Manufacturing,Gujarat,True,45,True,1,12543.48,True,0.7221,88.82,96.68
NS-ML-02960,197090.34,68,Private Ltd,Manufacturing,Uttar Pradesh,True,45,True,4,15767.23,False,0.7616,91.12,115.16
NS-ML-02961,400958.06,93,Private Ltd,Manufacturing,Delhi,False,0,True,1,32076.65,False,0.7141,72.74,91.58
NS-ML-02962,181941.56,69,Proprietorship,Manufacturing,Tamil Nadu,False,0,True,3,14555.32,True,0.6251,61.71,98.98
NS-ML-02963,185136.75,190,Private Ltd,Services,Delhi,True,45,True,3,14810.94,False,0.7736,79.57,61.84
NS-ML-02964,416188.38,205,Private Ltd,Services,Uttar Pradesh,False,0,True,4,33295.07,True,0.7007,61.17,106.35
NS-ML-02965,138196.83,78,Private Ltd,Manufacturing,Tamil Nadu,True,45,True,1,11055.75,True,0.8376,87.12,109.08
NS-ML-02966,406088.2,98,Private Ltd,Manufacturing,Uttar Pradesh,True,45,True,4,32487.06,False,0.7558,89.06,122.9
NS-ML-02967,1550345.55,204,Private Ltd,Manufacturing,Maharashtra,False,0,True,3,124027.64,False,0.5918,71.28,87.75
NS-ML-02968,71684.08,53,Private Ltd,Services,Uttar Pradesh,False,0,True,1,5734.73,False,0.7941,73.78,129.82
NS-ML-02969,159042.63,35,Private Ltd,Services,Maharashtra,False,0,True,4,12723.41,False,0.6722,63.23,54.57
NS-ML-02970,141605.11,37,Private Ltd,Manufacturing,Maharashtra,True,45,True,2,11328.41,False,0.7103,82.12,73.25
NS-ML-02971,160041.33,125,PSU,Services,Uttar Pradesh,True,45,True,3,12803.31,False,0.9082,97.35,155.18
NS-ML-02972,25000.0,74,Proprietorship,Manufacturing,Maharashtra,True,45,True,3,2000.0,False,0.5484,74.89,74.23
NS-ML-02973,572433.88,48,Private Ltd,Services,Uttar Pradesh,False,0,True,2,45794.71,False,0.6441,64.99,126.92
NS-ML-02974,193559.43,85,Private Ltd,Manufacturing,Delhi,False,0,True,1,15484.75,True,0.7132,54.1,101.7
NS-ML-02975,67436.44,142,Private Ltd,Manufacturing,Maharashtra,True,45,True,4,5394.92,False,0.7467,82.61,66.77
NS-ML-02976,246133.02,45,State Govt,Manufacturing,Gujarat,True,45,True,1,19690.64,False,0.8278,97.46,124.53
NS-ML-02977,189713.36,76,PSU,Manufacturing,Tamil Nadu,True,45,True,3,15177.07,False,0.8765,97.75,133.17
NS-ML-02978,285877.7,87,Private Ltd,Manufacturing,Tamil Nadu,True,45,True,1,22870.22,False,0.7841,81.26,86.25
NS-ML-02979,405868.87,74,PSU,Manufacturing,Maharashtra,False,0,False,2,32469.51,False,0.7283,87.99,87.79
NS-ML-02980,293565.15,135,Proprietorship,Services,Maharashtra,False,0,True,5,23485.21,False,0.6703,67.03,78.0
NS-ML-02981,45363.71,124,Private Ltd,Manufacturing,Maharashtra,False,0,True,4,3629.1,True,0.6566,64.81,83.62
NS-ML-02982,304289.12,98,Private Ltd,Manufacturing,Delhi,False,0,True,3,24343.13,False,0.6119,64.04,71.16
NS-ML-02983,511561.76,68,PSU,Manufacturing,Gujarat,True,45,True,4,40924.94,False,0.8216,97.89,113.15
NS-ML-02984,217551.95,98,State Govt,Manufacturing,Uttar Pradesh,True,45,True,1,17404.16,False,0.8163,97.9,130.01
NS-ML-02985,237927.38,75,PSU,Manufacturing,Uttar Pradesh,True,45,True,3,19034.19,False,0.6963,98.52,151.96
NS-ML-02986,211963.97,120,Central Govt,Manufacturing,Delhi,True,45,False,1,16957.12,False,0.7554,100.0,131.55
NS-ML-02987,384809.93,181,Private Ltd,Services,Maharashtra,False,0,True,1,30784.79,False,0.693,67.71,74.04
NS-ML-02988,195304.86,73,PSU,Manufacturing,Delhi,False,0,True,1,15624.39,False,0.682,83.84,115.4
NS-ML-02989,1656739.3,149,PSU,Manufacturing,Karnataka,True,45,True,3,132539.14,False,0.7384,99.91,150.5
NS-ML-02990,567391.41,143,Private Ltd,Manufacturing,Uttar Pradesh,False,0,True,4,45391.31,False,0.6079,62.18,128.84
NS-ML-02991,420098.51,199,Proprietorship,Manufacturing,Delhi,True,45,True,1,33607.88,False,0.6284,77.2,75.85
NS-ML-02992,46168.29,99,Private Ltd,Manufacturing,Delhi,False,0,True,5,3693.46,True,0.6812,70.57,95.42
NS-ML-02993,356866.87,118,Private Ltd,Services,Uttar Pradesh,True,45,False,5,28549.35,True,0.8158,87.9,126.29
