case_id,state,buyer_state,buyer_type,sector,dispute_amount,days_overdue,has_agreement,invoice_count,outcome,recovery_percentage,recovered_amount,stage,resolution_days,month,buyer_gstin,buyer_name,buyer_gst_compliant
NS-DIS-02556,Delhi,Delhi,Proprietorship,Services,504794.39,420,True,1,Dismissed,0,0.0,Closed,122,12,16AABCX0435E1ZP,Buyer Entity 435,False
NS-DIS-02557,Delhi,Delhi,Proprietorship,Manufacturing,454188.99,110,False,2,Dismissed,0,0.0,Closed,52,10,33AABCX0452E1ZP,Buyer Entity 452,True
NS-DIS-02558,Others,Others,PSU,Services,468095.84,192,True,2,Full recovery,100,468095.84,Recovered,108,5,15AABCX0469E1ZP,Buyer Entity 469,True
NS-DIS-02559,Tamil Nadu,Karnataka,Private Ltd,Services,25000.0,161,True,5,Full recovery,100,25000.0,Recovered,60,6,32AABCX0486E1ZP,Buyer Entity 486,True
NS-DIS-02560,Maharashtra,Uttar Pradesh,Private Ltd,Manufacturing,629088.56,142,True,5,Partial settlement,94,591343.25,UNP_Settled,67,6,04AABCX0003E1ZP,Buyer Entity 003,True
NS-DIS-02561,Others,Others,Private Ltd,Manufacturing,125333.65,151,True,5,Full recovery,100,125333.65,Recovered,68,9,21AABCX0020E1ZP,Buyer Entity 020,True
NS-DIS-02562,Uttar Pradesh,Uttar Pradesh,PSU,Manufacturing,259322.32,238,False,5,Full recovery,100,259322.32,Recovered,112,3,03AABCX0037E1ZP,Buyer Entity 037,False
NS-DIS-02563,Uttar Pradesh,Tamil Nadu,Proprietorship,Manufacturing,91149.75,167,False,3,Partial settlement,66,60158.83,UNP_Settled,100,3,20AABCX0054E1ZP,Buyer Entity 054,False
NS-DIS-02564,Delhi,Delhi,Private Ltd,Manufacturing,60110.29,119,False,5,Full recovery,100,60110.29,Recovered,51,11,02AABCX0071E1ZP,Buyer Entity 071,True
NS-DIS-02565,Others,West Bengal,LLP,Manufacturing,530329.13,217,False,5,Full recovery,100,530329.13,Recovered,68,7,19AABCX0088E1ZP,Buyer Entity 088,False
NS-DIS-02566,Delhi,Delhi,Private Ltd,Services,823288.55,369,False,1,Partial settlement,55,452808.7,UNP_Settled,110,4,01AABCX0105E1ZP,Buyer Entity 105,True
NS-DIS-02567,Uttar Pradesh,Karnataka,Private Ltd,Manufacturing,145839.19,227,False,2,In process,41,59794.07,Conciliation,98,4,18AABCX0122E1ZP,Buyer Entity 122,True
NS-DIS-02568,Gujarat,Gujarat,Partnership,Manufacturing,77711.13,217,True,3,Partial settlement,59,45849.57,UNP_Settled,97,8,35AABCX0139E1ZP,Buyer Entity 139,True
NS-DIS-02569,Tamil Nadu,Tamil Nadu,Private Ltd,Services,313251.5,85,False,5,Partial settlement,94,294456.41,UNP_Settled,45,11,17AABCX0156E1ZP,Buyer Entity 156,True
NS-DIS-02570,Gujarat,Gujarat,LLP,Services,673666.55,108,False,1,Partial settlement,57,383989.93,UNP_Settled,32,2,34AABCX0173E1ZP,Buyer Entity 173,True
NS-DIS-02571,West Bengal,West Bengal,Central Govt,Services,210344.01,92,False,4,Dismissed,0,0.0,Closed,95,4,16AABCX0190E1ZP,Buyer Entity 190,True
NS-DIS-02572,Gujarat,Gujarat,State Govt,Manufacturing,1397351.65,133,True,3,Unresolved,7,97814.62,Award_Passed,141,4,33AABCX0207E1ZP,Buyer Entity 207,False
NS-DIS-02573,Karnataka,Karnataka,PSU,Services,486073.4,141,True,2,Unresolved,1,4860.73,Award_Passed,103,2,15AABCX0224E1ZP,Buyer Entity 224,True
NS-DIS-02574,Others,Others,Proprietorship,Manufacturing,2279984.07,192,True,3,Full recovery,100,2279984.07,Recovered,110,6,32AABCX0241E1ZP,Buyer Entity 241,True
NS-DIS-02575,West Bengal,Delhi,LLP,Services,173553.28,185,True,3,Full recovery,100,173553.28,Recovered,89,5,14AABCX0258E1ZP,Buyer Entity 258,False
NS-DIS-02576,Delhi,Delhi,Proprietorship,Manufacturing,203066.77,120,True,4,Partial settlement,80,162453.42,UNP_Settled,46,7,31AABCX0275E1ZP,Buyer Entity 275,True
NS-DIS-02577,Maharashtra,Maharashtra,Private Ltd,Services,497121.56,180,False,4,Full recovery,100,497121.56,Recovered,39,8,13AABCX0292E1ZP,Buyer Entity 292,True
NS-DIS-02578,Tamil Nadu,Tamil Nadu,Private Ltd,Services,84990.01,111,True,3,Full recovery,100,84990.01,Recovered,54,12,30AABCX0309E1ZP,Buyer Entity 309,True
NS-DIS-02579,West Bengal,West Bengal,PSU,Services,405267.13,38,False,2,Full recovery,100,405267.13,Recovered,76,11,12AABCX0326E1ZP,Buyer Entity 326,True
NS-DIS-02580,Uttar Pradesh,Tamil Nadu,Private Ltd,Manufacturing,52065.8,175,False,1,Partial settlement,57,29677.51,UNP_Settled,116,9,29AABCX0343E1ZP,Buyer Entity 343,True
NS-DIS-02581,Rajasthan,Tamil Nadu,PSU,Manufacturing,243471.45,188,False,4,Full recovery,100,243471.45,Recovered,98,3,11AABCX0360E1ZP,Buyer Entity 360,True
NS-DIS-02582,Gujarat,Karnataka,Proprietorship,Manufacturing,184897.51,57,True,2,In process,20,36979.5,Conciliation,45,4,28AABCX0377E1ZP,Buyer Entity 377,True
NS-DIS-02583,Karnataka,Karnataka,Private Ltd,Manufacturing,379933.88,140,True,2,In process,58,220361.65,Conciliation,62,8,10AABCX0394E1ZP,Buyer Entity 394,False
NS-DIS-02584,Uttar Pradesh,Uttar Pradesh,Private Ltd,Services,33163.69,82,False,1,Partial settlement,80,26530.95,UNP_Settled,72,3,27AABCX0411E1ZP,Buyer Entity 411,True
NS-DIS-02585,Maharashtra,Maharashtra,PSU,Services,392462.96,119,True,4,Full recovery,100,392462.96,Recovered,80,11,09AABCX0428E1ZP,Buyer Entity 428,True
NS-DIS-02586,Rajasthan,Rajasthan,Private Ltd,Manufacturing,490558.24,115,False,4,Unresolved,13,63772.57,Award_Passed,41,10,26AABCX0445E1ZP,Buyer Entity 445,True
NS-DIS-02587,Maharashtra,Maharashtra,Private Ltd,Manufacturing,161041.65,62,True,5,In process,31,49922.91,Arbitration,44,9,08AABCX0462E1ZP,Buyer Entity 462,True
NS-DIS-02588,Others,Others,Private Ltd,Services,570943.32,222,True,4,Partial settlement,69,393950.89,UNP_Settled,82,1,25AABCX0479E1ZP,Buyer Entity 479,False
NS-DIS-02589,Maharashtra,Tamil Nadu,Private Ltd,Manufacturing,1212027.09,294,True,1,Full recovery,100,1212027.09,Recovered,121,5,07AABCX0496E1ZP,Buyer Entity 496,True
NS-DIS-02590,Gujarat,Gujarat,Private Ltd,Services,108793.42,219,True,3,In process,40,43517.37,Arbitration,115,2,14AABCX0013E1ZP,Buyer Entity 013,True
NS-DIS-02591,Others,Others,Central Govt,Services,1056400.86,63,False,4,In process,35,369740.3,Conciliation,107,1,31AABCX0030E1ZP,Buyer Entity 030,True
NS-DIS-02592,West Bengal,West Bengal,Proprietorship,Services,132355.92,387,False,3,In process,52,68825.08,Arbitration,107,6,13AABCX0047E1ZP,Buyer Entity 047,True
NS-DIS-02593,Maharashtra,Maharashtra,State Govt,Manufacturing,224236.79,144,True,1,In process,27,60543.93,MSEFC_Referred,89,7,30AABCX0064E1ZP,Buyer Entity 064,True
NS-DIS-02594,Rajasthan,Rajasthan,Private Ltd,Services,2309409.88,60,True,2,In process,58,1339457.73,Arbitration,65,7,12AABCX0081E1ZP,Buyer Entity 081,False
NS-DIS-02595,Others,Rajasthan,Private Ltd,Manufacturing,386260.47,102,True,1,In process,34,131328.56,MSEFC_Referred,30,10,29AABCX0098E1ZP,Buyer Entity 098,True
NS-DIS-02596,Gujarat,Gujarat,LLP,Manufacturing,207314.58,116,True,3,Dismissed,0,0.0,Closed,64,9,11AABCX0115E1ZP,Buyer Entity 115,True
NS-DIS-02597,Maharashtra,Maharashtra,Proprietorship,Manufacturing,1164284.35,73,False,4,Full recovery,100,1164284.35,Recovered,67,7,28AABCX0132E1ZP,Buyer Entity 132,True
NS-DIS-02598,West Bengal,West Bengal,Proprietorship,Manufacturing,968704.53,133,True,2,Partial settlement,92,891208.17,UNP_Settled,61,5,10AABCX0149E1ZP,Buyer Entity 149,True
NS-DIS-02599,Karnataka,Karnataka,PSU,Services,407512.83,289,True,1,Partial settlement,72,293409.24,UNP_Settled,98,1,27AABCX0166E1ZP,Buyer Entity 166,False
NS-DIS-02600,Tamil Nadu,Tamil Nadu,Private Ltd,Manufacturing,652251.6,132,False,5,Unresolved,21,136972.84,Award_Passed,63,2,09AABCX0183E1ZP,Buyer Entity 183,True
NS-DIS-02601,Karnataka,Karnataka,PSU,Services,260956.48,188,True,2,In process,22,57410.43,MSEFC_Referred,103,11,26AABCX0200E1ZP,Buyer Entity 200,True
NS-DIS-02602,Others,West Bengal,State Govt,Services,591466.57,136,True,1,Full recovery,100,591466.57,Recovered,96,1,08AABCX0217E1ZP,Buyer Entity 217,True
NS-DIS-02603,Others,Others,Private Ltd,Manufacturing,771222.72,52,True,4,In process,48,370186.91,Arbitration,45,4,25AABCX0234E1ZP,Buyer Entity 234,False
NS-DIS-02604,Tamil Nadu,Tamil Nadu,Private Ltd,Manufacturing,74262.2,145,True,3,Partial settlement,61,45299.94,UNP_Settled,71,2,07AABCX0251E1ZP,Buyer Entity 251,True
NS-DIS-02605,Gujarat,Maharashtra,Private Ltd,Services,872735.18,99,True,5,Partial settlement,73,637096.68,UNP_Settled,38,1,24AABCX0268E1ZP,Buyer Entity 268,True
NS-DIS-02606,Uttar Pradesh,Uttar Pradesh,Proprietorship,Services,216501.9,258,True,1,Partial settlement,91,197016.73,UNP_Settled,101,10,06AABCX0285E1ZP,Buyer Entity 285,True
NS-DIS-02607,Karnataka,Delhi,LLP,Services,508360.35,97,True,1,Unresolved,7,35585.22,Award_Passed,71,6,23AABCX0302E1ZP,Buyer Entity 302,True
NS-DIS-02608,Others,Others,Proprietorship,Manufacturing,46297.99,289,True,3,Dismissed,0,0.0,Closed,116,1,05AABCX0319E1ZP,Buyer Entity 319,True
NS-DIS-02609,Gujarat,Gujarat,PSU,Manufacturing,336519.77,117,True,2,In process,25,84129.94,Arbitration,70,5,22AABCX0336E1ZP,Buyer Entity 336,True
NS-DIS-02610,West Bengal,West Bengal,Proprietorship,Manufacturing,154851.15,260,False,5,Partial settlement,93,144011.57,UNP_Settled,88,4,04AABCX0353E1ZP,Buyer Entity 353,True
NS-DIS-02611,Rajasthan,Rajasthan,Private Ltd,Manufacturing,2480234.52,74,True,3,Dismissed,0,0.0,Closed,72,12,21AABCX0370E1ZP,Buyer Entity 370,True
NS-DIS-02612,Others,Others,Private Ltd,Manufacturing,65985.61,77,False,5,In process,50,32992.81,Arbitration,56,4,03AABCX0387E1ZP,Buyer Entity 387,True
NS-DIS-02613,Tamil Nadu,West Bengal,LLP,Manufacturing,364135.71,160,False,3,Full recovery,100,364135.71,Recovered,84,3,20AABCX0404E1ZP,Buyer Entity 404,True
NS-DIS-02614,Maharashtra,Maharashtra,Private Ltd,Services,100413.22,152,True,2,Partial settlement,92,92380.16,UNP_Settled,67,12,02AABCX0421E1ZP,Buyer Entity 421,True
NS-DIS-02615,Gujarat,Gujarat,Partnership,Services,605279.6,115,True,3,In process,36,217900.66,Arbitration,74,3,19AABCX0438E1ZP,Buyer Entity 438,True
NS-DIS-02616,Others,Others,PSU,Manufacturing,951717.48,90,False,3,Partial settlement,61,580547.66,UNP_Settled,97,6,01AABCX0455E1ZP,Buyer Entity 455,True
NS-DIS-02617,Others,Others,PSU,Manufacturing,291758.32,47,True,5,Partial settlement,59,172137.41,UNP_Settled,62,10,18AABCX0472E1ZP,Buyer Entity 472,True
NS-DIS-02618,Delhi,Delhi,PSU,Services,288069.42,68,True,2,In process,42,120989.16,MSEFC_Referred,97,7,35AABCX0489E1ZP,Buyer Entity 489,True
NS-DIS-02619,Maharashtra,Maharashtra,Private Ltd,Manufacturing,152921.86,128,True,4,In process,49,74931.71,Arbitration,42,5,07AABCX0006E1ZP,Buyer Entity 006,True
NS-DIS-02620,Gujarat,Gujarat,Private Ltd,Manufacturing,1580302.6,108,True,2,Full recovery,100,1580302.6,Recovered,84,1,24AABCX0023E1ZP,Buyer Entity 023,True
NS-DIS-02621,Uttar Pradesh,Maharashtra,PSU,Manufacturing,632863.13,130,False,4,Partial settlement,84,531605.03,UNP_Settled,91,6,06AABCX0040E1ZP,Buyer Entity 040,True
NS-DIS-02622,Uttar Pradesh,Uttar Pradesh,LLP,Manufacturing,493871.73,51,True,2,Full recovery,100,493871.73,Recovered,45,12,23AABCX0057E1ZP,Buyer Entity 057,True
NS-DIS-02623,Rajasthan,Rajasthan,State Govt,Manufacturing,620844.06,58,True,4,Full recovery,100,620844.06,Recovered,71,12,05AABCX0074E1ZP,Buyer Entity 074,True
NS-DIS-02624,Uttar Pradesh,Uttar Pradesh,Private Ltd,Manufacturing,454061.74,68,False,1,Full recovery,100,454061.74,Recovered,60,7,22AABCX0091E1ZP,Buyer Entity 091,False
NS-DIS-02625,Delhi,Gujarat,Private Ltd,Manufacturing,267183.62,210,True,5,Full recovery,100,267183.62,Recovered,100,1,04AABCX0108E1ZP,Buyer Entity 108,True
NS-DIS-02626,Delhi,Gujarat,LLP,Manufacturing,144809.17,62,True,4,Full recovery,100,144809.17,Recovered,30,8,21AABCX0125E1ZP,Buyer Entity 125,True
NS-DIS-02627,Gujarat,Gujarat,Proprietorship,Services,95234.33,207,False,4,Full recovery,100,95234.33,Recovered,91,9,03AABCX0142E1ZP,Buyer Entity 142,True
NS-DIS-02628,Karnataka,Karnataka,State Govt,Services,254658.35,112,True,4,In process,53,134968.93,Arbitration,84,1,20AABCX0159E1ZP,Buyer Entity 159,False
NS-DIS-02629,Maharashtra,Maharashtra,Private Ltd,Services,88463.42,247,False,5,Partial settlement,59,52193.42,UNP_Settled,55,5,02AABCX0176E1ZP,Buyer Entity 176,True
NS-DIS-02630,Others,Others,Proprietorship,Services,130852.39,147,False,2,Full recovery,100,130852.39,Recovered,63,6,19AABCX0193E1ZP,Buyer Entity 193,True
NS-DIS-02631,West Bengal,West Bengal,LLP,Manufacturing,447681.92,125,False,3,Unresolved,20,89536.38,Award_Passed,32,10,01AABCX0210E1ZP,Buyer Entity 210,True
NS-DIS-02632,Others,West Bengal,State Govt,Manufacturing,434723.32,82,True,4,Full recovery,100,434723.32,Recovered,76,9,18AABCX0227E1ZP,Buyer Entity 227,True
NS-DIS-02633,Maharashtra,Maharashtra,Private Ltd,Manufacturing,367871.99,130,False,1,Full recovery,100,367871.99,Recovered,33,12,35AABCX0244E1ZP,Buyer Entity 244,False
NS-DIS-02634,Maharashtra,Maharashtra,LLP,Manufacturing,1234204.68,71,False,4,In process,40,493681.87,Conciliation,64,1,17AABCX0261E1ZP,Buyer Entity 261,True
NS-DIS-02635,Others,Tamil Nadu,Private Ltd,Manufacturing,77720.8,95,True,3,Partial settlement,68,52850.14,UNP_Settled,45,1,34AABCX0278E1ZP,Buyer Entity 278,True
NS-DIS-02636,Uttar Pradesh,Rajasthan,Private Ltd,Services,1513131.29,119,True,3,Dismissed,0,0.0,Closed,119,6,16AABCX0295E1ZP,Buyer Entity 295,True
NS-DIS-02637,Tamil Nadu,Tamil Nadu,Central Govt,Manufacturing,185576.69,114,True,2,Partial settlement,59,109490.25,UNP_Settled,99,5,33AABCX0312E1ZP,Buyer Entity 312,True
NS-DIS-02638,Delhi,West Bengal,Proprietorship,Services,1163894.2,234,True,5,Partial settlement,66,768170.17,UNP_Settled,114,1,15AABCX0329E1ZP,Buyer Entity 329,False
NS-DIS-02639,Maharashtra,Maharashtra,Private Ltd,Manufacturing,291708.84,101,False,1,Full recovery,100,291708.84,Recovered,34,10,32AABCX0346E1ZP,Buyer Entity 346,True
NS-DIS-02640,Others,Others,Proprietorship,Manufacturing,146055.75,222,False,1,Partial settlement,77,112462.93,UNP_Settled,67,6,14AABCX0363E1ZP,Buyer Entity 363,True
NS-DIS-02641,Others,Others,Private Ltd,Manufacturing,179129.39,138,False,3,Partial settlement,78,139720.92,UNP_Settled,58,9,31AABCX0380E1ZP,Buyer Entity 380,True
NS-DIS-02642,Tamil Nadu,Tamil Nadu,Partnership,Manufacturing,900305.22,133,False,5,Full recovery,100,900305.22,Recovered,65,11,13AABCX0397E1ZP,Buyer Entity 397,True
NS-DIS-02643,Gujarat,Gujarat,Proprietorship,Services,447195.61,63,False,2,Full recovery,100,447195.61,Recovered,38,8,30AABCX0414E1ZP,Buyer Entity 414,True
NS-DIS-02644,Karnataka,Karnataka,Private Ltd,Services,168529.23,121,True,5,Partial settlement,90,151676.31,UNP_Settled,77,7,12AABCX0431E1ZP,Buyer Entity 431,True
NS-DIS-02645,Maharashtra,Rajasthan,Private Ltd,Services,37439.63,150,True,4,Full recovery,100,37439.63,Recovered,59,10,29AABCX0448E1ZP,Buyer Entity 448,True
NS-DIS-02646,Delhi,Delhi,Proprietorship,Services,549263.71,136,False,3,In process,20,109852.74,Conciliation,68,2,11AABCX0465E1ZP,Buyer Entity 465,False
NS-DIS-02647,Rajasthan,Rajasthan,Private Ltd,Services,189481.48,148,False,3,In process,50,94740.74,MSEFC_Referred,59,10,28AABCX0482E1ZP,Buyer Entity 482,False
NS-DIS-02648,Tamil Nadu,Tamil Nadu,Proprietorship,Manufacturing,1205102.36,92,True,3,Partial settlement,62,747163.46,UNP_Settled,66,5,10AABCX0499E1ZP,Buyer Entity 499,True
NS-DIS-02649,Maharashtra,Maharashtra,Proprietorship,Manufacturing,243611.14,117,True,2,Full recovery,100,243611.14,Recovered,44,1,17AABCX0016E1ZP,Buyer Entity 016,True
NS-DIS-02650,Delhi,Delhi,Private Ltd,Services,422808.6,221,False,3,Full recovery,100,422808.6,Recovered,73,10,34AABCX0033E1ZP,Buyer Entity 033,True
NS-DIS-02651,Rajasthan,Rajasthan,PSU,Services,1077338.93,162,True,5,Dismissed,0,0.0,Closed,132,12,16AABCX0050E1ZP,Buyer Entity 050,True
NS-DIS-02652,Uttar Pradesh,Uttar Pradesh,Proprietorship,Manufacturing,140749.57,181,True,4,Dismissed,0,0.0,Closed,111,3,33AABCX0067E1ZP,Buyer Entity 067,True
NS-DIS-02653,Gujarat,Gujarat,Proprietorship,Manufacturing,361950.13,127,True,5,Full recovery,100,361950.13,Recovered,52,1,15AABCX0084E1ZP,Buyer Entity 084,True
NS-DIS-02654,Maharashtra,Rajasthan,Private Ltd,Services,135127.02,189,False,3,Full recovery,100,135127.02,Recovered,34,7,32AABCX0101E1ZP,Buyer Entity 101,True
NS-DIS-02655,Others,Others,Proprietorship,Services,329081.82,174,False,4,Full recovery,100,329081.82,Recovered,80,3,14AABCX0118E1ZP,Buyer Entity 118,True
NS-DIS-02656,Uttar Pradesh,Uttar Pradesh,Private Ltd,Manufacturing,4416099.05,194,False,2,Dismissed,0,0.0,Closed,105,9,31AABCX0135E1ZP,Buyer Entity 135,True
NS-DIS-02657,Maharashtra,Uttar Pradesh,Proprietorship,Manufacturing,359799.59,461,True,5,Full recovery,100,359799.59,Recovered,153,2,13AABCX0152E1ZP,Buyer Entity 152,True
NS-DIS-02658,Rajasthan,Rajasthan,State Govt,Manufacturing,5000000.0,111,False,1,In process,58,2900000.0,Conciliation,117,5,30AABCX0169E1ZP,Buyer Entity 169,True
NS-DIS-02659,Delhi,Delhi,Proprietorship,Services,150584.72,176,True,1,Full recovery,100,150584.72,Recovered,81,12,12AABCX0186E1ZP,Buyer Entity 186,True
NS-DIS-02660,Tamil Nadu,Tamil Nadu,Proprietorship,Manufacturing,61147.58,165,True,1,Partial settlement,62,37911.5,UNP_Settled,81,7,29AABCX0203E1ZP,Buyer Entity 203,False
NS-DIS-02661,Maharashtra,Maharashtra,PSU,Manufacturing,168985.03,169,False,4,In process,49,82802.66,MSEFC_Referred,92,3,11AABCX0220E1ZP,Buyer Entity 220,True
NS-DIS-02662,Karnataka,Uttar Pradesh,Central Govt,Manufacturing,1149079.17,96,True,2,Full recovery,100,1149079.17,Recovered,116,9,28AABCX0237E1ZP,Buyer Entity 237,False
NS-DIS-02663,Others,Others,Private Ltd,Services,276351.63,164,False,3,Dismissed,0,0.0,Closed,68,12,10AABCX0254E1ZP,Buyer Entity 254,True
NS-DIS-02664,Maharashtra,Maharashtra,Private Ltd,Manufacturing,45621.47,234,False,3,Full recovery,100,45621.47,Recovered,70,7,27AABCX0271E1ZP,Buyer Entity 271,False
NS-DIS-02665,Maharashtra,Maharashtra,State Govt,Manufacturing,190415.33,211,True,5,In process,27,51412.14,Conciliation,125,4,09AABCX0288E1ZP,Buyer Entity 288,True
NS-DIS-02666,Tamil Nadu,Tamil Nadu,Partnership,Services,81467.65,86,True,5,Full recovery,100,81467.65,Recovered,30,11,26AABCX0305E1ZP,Buyer Entity 305,True
NS-DIS-02667,Maharashtra,Rajasthan,Partnership,Services,79965.17,242,False,5,Full recovery,100,79965.17,Recovered,86,4,08AABCX0322E1ZP,Buyer Entity 322,False
NS-DIS-02668,Maharashtra,Maharashtra,Central Govt,Manufacturing,36315.87,183,True,2,Partial settlement,65,23605.32,UNP_Settled,91,2,25AABCX0339E1ZP,Buyer Entity 339,True
NS-DIS-02669,Delhi,Delhi,Private Ltd,Manufacturing,639383.87,63,False,1,Dismissed,0,0.0,Closed,30,8,07AABCX0356E1ZP,Buyer Entity 356,True
NS-DIS-02670,Karnataka,Karnataka,Proprietorship,Manufacturing,99940.04,44,False,5,In process,54,53967.62,Arbitration,45,9,24AABCX0373E1ZP,Buyer Entity 373,True
NS-DIS-02671,Maharashtra,Maharashtra,State Govt,Manufacturing,209780.28,119,True,3,Partial settlement,77,161530.82,UNP_Settled,120,7,06AABCX0390E1ZP,Buyer Entity 390,True
NS-DIS-02672,Uttar Pradesh,Delhi,Private Ltd,Services,161931.19,267,True,1,Partial settlement,91,147357.38,UNP_Settled,127,5,23AABCX0407E1ZP,Buyer Entity 407,True
NS-DIS-02673,Karnataka,Karnataka,Proprietorship,Manufacturing,851652.12,59,False,5,Partial settlement,73,621706.05,UNP_Settled,33,9,05AABCX0424E1ZP,Buyer Entity 424,True
NS-DIS-02674,Uttar Pradesh,Uttar Pradesh,LLP,Services,222935.76,161,True,3,Partial settlement,55,122614.67,UNP_Settled,97,1,22AABCX0441E1ZP,Buyer Entity 441,True
NS-DIS-02675,Others,Tamil Nadu,LLP,Services,218718.77,161,True,3,Partial settlement,69,150915.95,UNP_Settled,79,12,04AABCX0458E1ZP,Buyer Entity 458,True
NS-DIS-02676,West Bengal,West Bengal,Private Ltd,Services,186432.24,71,False,4,Full recovery,100,186432.24,Recovered,58,5,21AABCX0475E1ZP,Buyer Entity 475,True
NS-DIS-02677,Tamil Nadu,Tamil Nadu,PSU,Services,411657.4,96,True,3,In process,36,148196.66,MSEFC_Referred,83,9,03AABCX0492E1ZP,Buyer Entity 492,False
NS-DIS-02678,Uttar Pradesh,Gujarat,Private Ltd,Manufacturing,408604.7,233,True,3,Partial settlement,83,339141.9,UNP_Settled,123,2,10AABCX0009E1ZP,Buyer Entity 009,True
NS-DIS-02679,Rajasthan,Rajasthan,PSU,Services,2365160.33,266,True,3,Full recovery,100,2365160.33,Recovered,167,2,27AABCX0026E1ZP,Buyer Entity 026,False
NS-DIS-02680,Maharashtra,Maharashtra,Proprietorship,Manufacturing,314780.76,150,True,4,Full recovery,100,314780.76,Recovered,45,12,09AABCX0043E1ZP,Buyer Entity 043,True
NS-DIS-02681,Delhi,Delhi,State Govt,Manufacturing,419755.11,100,True,3,Partial settlement,83,348396.74,UNP_Settled,74,9,26AABCX0060E1ZP,Buyer Entity 060,False
NS-DIS-02682,Others,Others,Proprietorship,Manufacturing,347653.57,157,True,1,Dismissed,0,0.0,Closed,81,12,08AABCX0077E1ZP,Buyer Entity 077,True
NS-DIS-02683,Uttar Pradesh,Rajasthan,State Govt,Services,251711.51,61,False,4,Partial settlement,72,181232.29,UNP_Settled,91,7,25AABCX0094E1ZP,Buyer Entity 094,True
NS-DIS-02684,Others,Others,Private Ltd,Manufacturing,75617.27,75,True,4,Partial settlement,74,55956.78,UNP_Settled,51,6,07AABCX0111E1ZP,Buyer Entity 111,True
NS-DIS-02685,Others,Karnataka,Private Ltd,Manufacturing,186452.5,127,False,1,Full recovery,100,186452.5,Recovered,90,7,24AABCX0128E1ZP,Buyer Entity 128,True
NS-DIS-02686,Gujarat,Gujarat,Central Govt,Manufacturing,922197.16,318,True,1,Unresolved,16,147551.55,Award_Passed,141,12,06AABCX0145E1ZP,Buyer Entity 145,True
NS-DIS-02687,Delhi,Delhi,Central Govt,Manufacturing,497533.57,110,True,5,Full recovery,100,497533.57,Recovered,73,7,23AABCX0162E1ZP,Buyer Entity 162,True
NS-DIS-02688,Maharashtra,Maharashtra,Private Ltd,Manufacturing,156237.06,273,True,3,In process,59,92179.87,MSEFC_Referred,64,2,05AABCX0179E1ZP,Buyer Entity 179,True
NS-DIS-02689,Gujarat,Gujarat,Private Ltd,Manufacturing,432474.14,53,False,4,Partial settlement,83,358953.54,UNP_Settled,30,8,22AABCX0196E1ZP,Buyer Entity 196,True
NS-DIS-02690,Maharashtra,Maharashtra,Private Ltd,Services,203805.4,162,False,4,Full recovery,100,203805.4,Recovered,70,10,04AABCX0213E1ZP,Buyer Entity 213,False
NS-DIS-02691,Karnataka,Tamil Nadu,Proprietorship,Services,163182.59,215,True,3,In process,30,48954.78,MSEFC_Referred,109,2,21AABCX0230E1ZP,Buyer Entity 230,False
NS-DIS-02692,Rajasthan,Karnataka,Proprietorship,Manufacturing,925584.87,46,False,2,Full recovery,100,925584.87,Recovered,47,8,03AABCX0247E1ZP,Buyer Entity 247,False
NS-DIS-02693,West Bengal,West Bengal,Private Ltd,Manufacturing,1057104.64,68,False,5,Full recovery,100,1057104.64,Recovered,70,10,20AABCX0264E1ZP,Buyer Entity 264,True
NS-DIS-02694,Delhi,Delhi,PSU,Manufacturing,160164.22,147,False,4,Partial settlement,82,131334.66,UNP_Settled,76,8,02AABCX0281E1ZP,Buyer Entity 281,False
NS-DIS-02695,Rajasthan,Rajasthan,Private Ltd,Manufacturing,1991418.01,115,True,3,Partial settlement,83,1652876.95,UNP_Settled,100,6,19AABCX0298E1ZP,Buyer Entity 298,False
NS-DIS-02696,Gujarat,Karnataka,Private Ltd,Manufacturing,138829.33,83,True,5,Full recovery,100,138829.33,Recovered,51,5,01AABCX0315E1ZP,Buyer Entity 315,False
NS-DIS-02697,Gujarat,Uttar Pradesh,Private Ltd,Services,307581.62,61,False,2,Dismissed,0,0.0,Closed,75,6,18AABCX0332E1ZP,Buyer Entity 332,True
NS-DIS-02698,Rajasthan,Gujarat,Private Ltd,Manufacturing,241139.58,180,True,5,In process,49,118158.39,Arbitration,58,1,35AABCX0349E1ZP,Buyer Entity 349,True
NS-DIS-02699,Tamil Nadu,Tamil Nadu,Proprietorship,Manufacturing,444238.31,87,True,3,In process,52,231003.92,MSEFC_Referred,69,5,17AABCX0366E1ZP,Buyer Entity 366,True
NS-DIS-02700,Delhi,Delhi,Private Ltd,Manufacturing,411806.64,33,True,4,Partial settlement,94,387098.24,UNP_Settled,33,8,34AABCX0383E1ZP,Buyer Entity 383,True
NS-DIS-02701,Maharashtra,Maharashtra,LLP,Services,131439.53,99,False,2,Partial settlement,91,119609.97,UNP_Settled,42,9,16AABCX0400E1ZP,Buyer Entity 400,True
NS-DIS-02702,Others,Others,Central Govt,Manufacturing,175241.58,205,True,2,Full recovery,100,175241.58,Recovered,108,2,33AABCX0417E1ZP,Buyer Entity 417,True
NS-DIS-02703,Karnataka,Karnataka,Private Ltd,Services,32454.28,126,True,4,In process,41,13306.25,Conciliation,59,6,15AABCX0434E1ZP,Buyer Entity 434,True
